[description:"Do 26" due:"1606345200" end:"1606335630" entry:"1606315526" modified:"1606335630" project:"conc" status:"completed" tags:"next" uuid:"92f31a4a-382b-4887-94d8-54fe36f41f7e"]
[description:"Split tree in 2" due:"1606345200" end:"1606328012" entry:"1606315514" modified:"1606328012" project:"conc" status:"completed" tags:"next" uuid:"9554a467-4849-4c1f-a383-b48d803b3297"]
[description:"Introduce denotional semantics" due:"1606818600" end:"1606182222" entry:"1606081047" modified:"1606259713" project:"thesis" status:"completed" uuid:"70b75f97-e3df-4b11-a0ee-c61258550020"]
[description:"Parsing" due:"1606818600" end:"1606065315" entry:"1605926505" modified:"1606259713" project:"thesis" status:"deleted" uuid:"2167a00e-0a38-477c-9ba8-7019658eece2"]
[description:"Algebraic data type" due:"1606818600" end:"1606057054" entry:"1605975588" modified:"1606259713" project:"thesis" status:"completed" tags:"next" uuid:"5fa270f1-5d87-4c1e-9380-01793cdbcea5"]
[description:"Algebraic data type" due:"1606818600" end:"1605974361" entry:"1605920770" modified:"1606259713" project:"thesis" status:"deleted" tags:"next" uuid:"8472b1a5-ff87-4c1c-89ee-60c5458c62c1"]
